Name,Brand,Selling Price,MRP,Discount,Ratings,No_of_ratings,Details
Voltas Beko 14 kg Semi Automatic Top Load White Maroon,Voltas,15799,25490,38% off,5,5 Ratings & 2 Reviews,['750 RPM Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty and 5 Years on Motor from Lloyd']
Whirlpool 11 kg Semi Automatic Top Load Grey,Whirlpool,16449,19990,17% off,4.4,273 Ratings & 19 Reviews,['1400 RPM Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty and 5 Years Warranty on Motor and Prime Mover From Whirlpool']
IFB 7 kg 5 Star 2X Power SteamHard Water Wash Fully Automatic Front Load with In-built Heater White,IFB,29490,35290,16% off,4.2,692 Ratings & 79 Reviews,['1000 RPM Max Speed' '5 Star Rating' '4 Years Comprehensive Warranty 10 Years Motor Warranty 10 Years Spares Support']
LG 7 kg Fully Automatic Top Load Silver,LG,18990,24990,24% off,4.3,167 Ratings & 22 Reviews,['780 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from LG']
Sansui 8.5 kg Semi Automatic Top Load Red White,Sansui,10150,15990,36% off,4.3,11240 Ratings & 1011 Reviews,['1350 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive and 5 Years Motor Domestic Warranty from Sansui']
IFB 7 kg 5 Star 2X Power SteamHard Water Wash Fully Automatic Front Load with In-built Heater Red,IFB,36470,41990,13% off,4.2,692 Ratings & 79 Reviews,['1200 rpm Max Speed' '5 Star Rating' '4 Years Warranty on Product 10 Years Warranty on Motor and 10 Years Warranty on Spare Part Support']
Whirlpool 8 kg 5 Star Supersoak Technology Semi Automatic Top Load Red,Whirlpool,12150,15999,24% off,4.4,5294 Ratings & 642 Reviews,['1400 rpm Max Speed' '2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor Spin motor and Prime Mover from Whirlpool']
Voltas Beko 14 kg Semi Automatic Top Load White Maroon,Voltas,15969,25490,37% off,5,5 Ratings & 2 Reviews,['750 RPM Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty and 5 Years on Motor from Lloyd']
LG 9 kg with Roller Jet Pulsator Semi Automatic Top Load Grey White,LG,15490,17490,11% off,4.5,2639 Ratings & 230 Reviews,['1300 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive and 5 Years on Motor From LG']
Whirlpool 9 kg 5 Star Hard Water wash Semi Automatic Top Load Grey,Whirlpool,14990,17200,12% off,4.3,2655 Ratings & 246 Reviews,['1400 rpm Max Speed' '5 Star Rating' '2 Years\n  Comprehensive Warranty and 5 Years Warranty on Wash Motor and Prime Mover\n  from Whirlpool']
BOSCH 8 kg Drive Motor Anti Tangle Anti Vibration Fully Automatic Front Load with In-built Heater Si...,BOSCH,35490,46499,23% off,4.4,3604 Ratings & 397 Reviews,['1200 rpm Max Speed' '5 Star Rating' '2 Years on Product and 12 Years on Motor from Bosch']
Whirlpool 7.5 kg 5 StarWith Hard water wash Fully Automatic Top Load Grey,Whirlpool,21850,31100,29% off,4.2,549 Ratings & 48 Reviews,['740 rpm Max Speed' '5 Star Rating' '3 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor and Prime Mover']
IFB 9 kg Fully Automatic Top Load with In-built Heater Silver,IFB,30140,34990,13% off,4,4 Ratings & 1 Reviews,['720 rpm Max Speed' '5 Star Rating' '4 Years Comprehensive Warranty on Product 10 Years Warranty on Motor and 10 Years Spares Support']
Voltas Beko 8 kg Semi Automatic Top Load Blue White,Voltas,10203,16990,39% off,4.3,518 Ratings & 47 Reviews,['1300 rpm Max Speed' '2 Years Comprehensive Warranty on Product 5 Years Warranty on Motor']
SAMSUNG 8 kg With AI Control & Wi-Fi and Digital Inverter Fully Automatic Front Load with In-built Hea...,SAMSUNG,36990,44900,17% off,4.4,23161 Ratings & 2321 Reviews,['1400 rpm Max Speed' '5 Star Rating' '2 years comprehensive warranty on the product 20 years warranty on the DIT Motor']
BOSCH 7 kg 5 Star Withï¿½ Vario Drum & Anti Tangle Program Fully Automatic Top Load White,BOSCH,22490,25190,10% off,4.2,174 Ratings & 20 Reviews,['680 rpm Max Speed' '5 Star Rating' '2 Years Warranty on Product and 10 Years on Motor']
BOSCH 6.5 kg Drive Motor Anti Tangle Anti Vibration Fully Automatic Front Load with In-built Heater ...,BOSCH,28990,35199,17% off,4.3,935 Ratings & 102 Reviews,['1000 rpm Max Speed' '5 Star Rating' '2 Years Warranty on Product and 12 Years on Motor']
Panasonic 6.5 kg Fully Automatic Top Load Silver,Panasonic,14890,23000,35% off,4.3,9162 Ratings & 1238 Reviews,['1380 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty and  8 Years Additional on Motor']
LG 9 kg with Jet Sprey Auto Pre Wash Smart Diagnosis Smart Closing Door and 10 Water Levels Fully A...,LG,27490,36990,25% off,4.4,1067 Ratings & 96 Reviews,['700 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty and 10 Years Warranty on Motor from LG']
MarQ by Flipkart 9 kg 5 Star Glass Lid Semi Automatic Top Load White Blue,MarQ,10990,15299,28% off,4.3,11246 Ratings & 1414 Reviews,['1400 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive and 5 Years on Wash Motor from MarQ by Flipkart']
IFB 11 kg Fully Automatic Top Load with In-built Heater Grey,IFB,32850,38990,15% off,4,3 Ratings & 0 Reviews,['720 rpm Max Speed' '5 Star Rating' '4 Years Comprehensive Warranty on Product 10 Years Warranty on Motor and 10 Years Spares Support']
Thomson 10 kg Semi Automatic Top Load Black White,Thomson,11990,15499,22% off,4.1,1967 Ratings & 214 Reviews,['1400 rpm Max Speed' '2 Years Warranty on Product and 5 Years on Motor from Thomson']
LG 10 kg Whiteï¿½with Roller Jet Pulsator Soak and Smart Filter Semi Automatic Top Load Grey White,LG,18090,21990,17% off,4.5,442 Ratings & 42 Reviews,['1300 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive and 5 Years on Motor from LG']
Godrej 8 kg Semi Automatic Top Load Black White,Godrej,14390,17000,15% off,4.3,477 Ratings & 41 Reviews,['1440 rpm Max Speed' '5 Star Rating' '2 Years Warranty on Entire Washing Machine and 5 Years Warranty on Wash Motor from Godrej']
LG 6.5 kg with Smart Diagnosis Smart Closing Door and 10 Water Levels Fully Automatic Top Load Silver,LG,20990,24990,16% off,4.4,2878 Ratings & 297 Reviews,['700 rpm Max Speed' '5 Star Rating' '2 Years Warranty on Product and 10 Years on Motor']
Whirlpool 7.5 kg 5 Star Hard Water wash Fully Automatic Top Load Grey,Whirlpool,19990,21350,6% off,4.3,14228 Ratings & 1389 Reviews,['740 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty and 10 Years Warranty on Motor and Prime Mover from Whirlpool']
SAMSUNG 7 kg Fully Automatic Top Load Grey,SAMSUNG,20990,25000,16% off,4.2,13 Ratings & 1 Reviews,['700 RPM Max Speed' '5 Star Rating' '3 Years warranty on product 12 Years warranty on Digital Inverter Motor']
IFB 8 kg Fully Automatic Top Load with In-built Heater Brown,IFB,28578,32950,13% off,4.3,7 Ratings & 1 Reviews,['720 RPM Max Speed' '5 Star Rating' '4 Years Super Warranty + 10 Years Spare Parts Support + 10 Years Motor Warranty']
Voltas Beko 8.5 kg Semi Automatic Top Load Maroon White,Voltas,11290,17990,37% off,4.3,518 Ratings & 47 Reviews,['1300 rpm Max Speed' '2 Years Comprehensive Warranty on Product 5 Years Warranty on Motor']
Whirlpool 7.5 kg 5 Star Fully Automatic Top Load with In-built Heater Grey,Whirlpool,22990,26400,12% off,4.3,1417 Ratings & 149 Reviews,['740 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive and 10 Years on Motor from Whirlpool']
LG 7 kg Semi Automatic Top Load Red,LG,13249,14990,11% off,4.3,105 Ratings & 7 Reviews,['1300 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive and 5 Years on Motor from LG']
White Westinghouse (Trademark by Electrolux) 6.5 kg Semi Automatic Top Load White Maroon,White,6990,10999,36% off,4.1,1249 Ratings & 114 Reviews,['1400 rpm Max Speed' '2 Years Warranty on Product and 2 Years Additional on Motor from White Westinghouse']
LG 7 kg Wifi Fully Automatic Front Load with In-built Heater Black,LG,33890,44990,24% off,4.2,17 Ratings & 0 Reviews,['1200 rpm Max Speed' '5 Star Rating' '2 Years Warranty on Product and 10 Years Warranty on Motor (T&C)']
Voltas Beko 7 kg Semi Automatic Top Load White,Voltas,8890,12990,31% off,4.3,15 Ratings & 0 Reviews,['1350 RPM Max Speed' '5 Star Rating' '2 Years Comprehensive']
Whirlpool 9.5 kg Fully Automatic Top Load with In-built Heater Black Grey,Whirlpool,25480,34990,27% off,4.4,34 Ratings & 5 Reviews,['740 rpm Max Speed' '5 Star Rating' '3 Years Comprehensive Warranty on Product and 12 Years Warranty on Prime Mover & Motor']
SAMSUNG 8 kg 5 Star With Activ Wash+ Technology and Digital Inverter Fully Automatic Top Load Black P...,SAMSUNG,21990,28500,22% off,4.3,3203 Ratings & 254 Reviews,['700 rpm Max Speed' '5 Star Rating' '2 years comprehensive warranty on the product 20 years warranty on the DIT Motor']
Midea 7 kg 5 Star Fully Automatic Top Load Grey,Midea,13190,19990,34% off,4.2,1421 Ratings & 183 Reviews,['680 rpm Max Speed' '5 Star Rating' '2 Years Warranty on Product']
SAMSUNG 7 kg Semi Automatic Top Load Red White Grey,SAMSUNG,11250,12500,10% off,4.4,883 Ratings & 76 Reviews,['1300 rpm Max Speed' '5 Star Rating' '2 Years on Product and 5 Years Warranty on Motor']
Whirlpool 7.5 kg Fully Automatic Top Load with In-built Heater Grey,Whirlpool,19570,23999,18% off,4.3,122 Ratings & 7 Reviews,['740 RPM Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from Whirlpool']
Thomson 7 kg Washer only Red White,Thomson,5500,7999,31% off,4.1,562 Ratings & 73 Reviews,['780 rpm Max Speed' '1 Years Comprehensive Warranty on Product and 5 Years on Wash Motor']
LG 7 kg Fully Automatic Top Load Black,LG,21980,28989,24% off,4.3,57 Ratings & 2 Reviews,['700 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive and 10 Years on Motor from LG']
BOSCH 6 kg Drive Motor Anti Tangle Anti Vibration Fully Automatic Front Load Silver,BOSCH,28490,35090,18% off,4.4,2445 Ratings & 209 Reviews,['1000 rpm Max Speed' '5 Star Rating' '2 Years on Product and 12 Years on Motor from Bosch']
SAMSUNG 6.5 kg Fully Automatic Front Load with In-built Heater Silver,SAMSUNG,29900,35900,16% off,4.5,15 Ratings & 2 Reviews,['1000 rpm Max Speed' '5 Star Rating' '2 years comprehensive warranty on the product 20 years warranty on the DIT Motor']
Haier 8.5 kg Semi Automatic Top Load Multicolor,Haier,13990,20900,33% off,4.3,84 Ratings & 8 Reviews,['1300 rpm Max Speed' '5 Star Rating' '3 Years Comprehensive Warranty on Product 10 Years Warranty on Wash Motor & 5 Years Warranty on Spin Motor from Haier']
IFB 6 kg 5 Star Gentle Wash Aqua Energie Laundry Add In-built heater Fully Automatic Front Load wit...,IFB,29990,34090,12% off,4.4,321 Ratings & 29 Reviews,['1000 rpm Max Speed' '5 Star Rating' '4 Years Comprehensive Warranty and 10 Years Spare Part Support From IFB']
SAMSUNG 9.5 kg Semi Automatic Top Load White Blue,SAMSUNG,16590,18300,9% off,4.5,245 Ratings & 18 Reviews,['1300 rpm Max Speed' '2 Years Comprehensive Warranty and 5 Years Warranty on Motor from Samsung']
SAMSUNG 8 kg Semi Automatic Top Load White Grey,SAMSUNG,13990,16590,15% off,4.4,432 Ratings & 37 Reviews,['1350 rpm Max Speed' '5 Star Rating' '2 Years on Product and 5 Years on Motor From Samsung']
IFB 8 kg 5 Star 2X Power Dual SteamHard Water Wash Fully Automatic Front Load with In-built Heater Si...,IFB,36090,41990,14% off,4.4,217 Ratings & 29 Reviews,['1200 rpm Max Speed' '5 Star Rating' '4 Years Comprehensive Warranty 10 Years Motor Warranty 10 Years Spares Support']
LG 7 kg 5 Star Fully Automatic Front Load with In-built Heater Silver,LG,31990,42990,25% off,4.4,5370 Ratings & 541 Reviews,['1200 rpm Max Speed' '5 Star Rating' '2 Years on Product and 10 Years on Motor from LG']
Haier 8 kg Fully Automatic Top Load Brown Grey,Haier,19990,30000,33% off,4.3,8573 Ratings & 686 Reviews,['800 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from Haier']
Voltas Beko 9 kg Semi Automatic Top Load Multicolor,Voltas,13649,20590,33% off,4.6,5 Ratings & 1 Reviews,['1350 rpm Max Speed' '5 Star Rating' '2 Year Comprehensive Warranty on Product and 8 Years Warranty on Wash Motor & Additional 3 Year on Spin Motor (2 Years Standard + 3 Years Extended Warranty on Spin Motor)']
SAMSUNG 7 kg Fully Automatic Top Load Grey,SAMSUNG,21394,25000,14% off,4.2,13 Ratings & 1 Reviews,['700 RPM Max Speed' '5 Star Rating' '3 Years warranty on product 12 Years warranty on Digital Inverter Motor']
LG 8 kg Fully Automatic Front Load with In-built Heater Black,LG,36780,52990,30% off,4.6,19 Ratings & 2 Reviews,['1400 rpm Max Speed' '5 Star Rating' '2 Years Warranty on Product and 10 Years Warranty on Motor (T&C)']
Thomson 7.5 kg 5 Star Rating Smart Pro Wash Technology Semi Automatic Top Load White Blue Grey,Thomson,8990,10999,18% off,4.1,1967 Ratings & 214 Reviews,['1400 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty and 4 Years Warranty on Motor from Thomson']
MarQ by Flipkart 7.5 kg Washer only White Green,MarQ,5190,8999,42% off,3.9,1063 Ratings & 135 Reviews,['0 RPM Max Speed' '2 Years Comprehensive and 5 Years on Motor from MarQ by Flipkart']
LG 6 kg Fully Automatic Front Load with In-built Heater White,LG,27990,30990,9% off,4.5,23 Ratings & 1 Reviews,['1000 rpm Max Speed' '2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from LG']
IFB 8.5/6.5 kg Refresher 3-in-1 Laundrimagic Wi-fi enabled Inverter with Steam Washer with Dryer with ...,IFB,60580,67990,10% off,4.3,39 Ratings & 3 Reviews,['1400 rpm Max Speed' '5 Star Rating' '4 Years Complete Machine warranty 10 Years Motor Warranty and 10 Years Spare Part Support from IFB']
Midea 6 kg 5 Star Fully Automatic Front Load with In-built Heater Grey,Midea,21490,29990,28% off,4.1,317 Ratings & 48 Reviews,['1000 rpm Max Speed' '5 Star Rating' '2 Years Warranty from Midea']
LG 9 kg Fully Automatic Top Load Grey,LG,27450,33990,19% off,4.6,5 Ratings & 1 Reviews,['780 RPM Max Speed' '5 Star Rating' '2 Years Warranty on Product and 10 Years Warranty on Motor']
Thomson 7.5 kg Fully Automatic Front Load with In-built Heater White,Thomson,17990,25999,30% off,4.1,1030 Ratings & 209 Reviews,['1000 rpm Max Speed' '2 Years Warranty on Product and 5 Years on Motor']
Whirlpool 12 kg With Hard water wash Fully Automatic Top Load with In-built Heater Grey,Whirlpool,30490,39900,23% off,4.4,655 Ratings & 77 Reviews,['740 rpm Max Speed' '2 Years Warranty on Product and 10 Years Warranty on Motor & Prime Mover from Whirlpool']
Godrej 7 kg Fully Automatic Front Load with In-built Heater Silver,Godrej,32290,44500,27% off,5,4 Ratings & 0 Reviews,['1200 rpm Max Speed' '2 Years Warranty on Product and 10 Years on Motor']
BOSCH 6.5 kg 5 Star With Vario Inverter & Full Touch Panel Fully Automatic Top Load Silver,BOSCH,21790,26190,16% off,4.2,174 Ratings & 20 Reviews,['680 rpm Max Speed' '5 Star Rating' '2 Years Warranty on Product and 10 Years on Motor']
Whirlpool 6.5 kg Magic Clean 5 Star Semi Automatic Top Load Black Grey,Whirlpool,9490,13050,27% off,4.4,6622 Ratings & 619 Reviews,['1400 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor']
LG 10.5/7 kg Inverter Wi-Fi with with Allergy care Washer with Dryer with In-built Heater Black,LG,65990,79990,17% off,4.5,96 Ratings & 11 Reviews,['1400 rpm Max Speed' '2 Years Comprehensive Warranty and 10 Years Warranty on Motor from LG']
BOSCH 6 kg Drive Motor Anti Tangle Anti Vibration Fully Automatic Front Load White,BOSCH,27490,30299,9% off,4.4,2445 Ratings & 209 Reviews,['1000 rpm Max Speed' '2 Years Comprehensive Warranty on Product and 10 Years on Motor from Bosch']
SAMSUNG 7.2 kg with Double Storm Technology Semi Automatic Top Load White,SAMSUNG,10490,13100,19% off,4.4,19732 Ratings & 1800 Reviews,['1300 rpm Max Speed' '2 Years Comprehensive Warranty and 5 Years Warranty on Motor from Samsung']
ONIDA 7 kg Top load Washer only White Green,ONIDA,5890,6490,9% off,4.3,21178 Ratings & 2525 Reviews,['780 rpm Max Speed' '1 Year Comprehensive Warranty on Product 7 Years Warranty on Motor']
MarQ by Flipkart 6 kg Fully Automatic Top Load Grey,MarQ,11105,14999,25% off,4.2,7295 Ratings & 947 Reviews,['750 rpm Max Speed' '2 Years Comprehensive and 5 Years on Motor from MarQ by Flipkart']
BOSCH 8 kg Fully Automatic Front Load with In-built Heater White,BOSCH,38879,52900,26% off,4.3,37 Ratings & 3 Reviews,['1400 RPM Max Speed' '2 Years Comprehensive Warranty and 12 Years on Motor from Bosch']
Whirlpool 8.5 kg Semi Automatic Top Load Grey,Whirlpool,15490,16550,6% off,4.3,2655 Ratings & 246 Reviews,['1400 rpm Max Speed' '5 Star Rating' '2 Years Warranty on Product and 10 Years on Motor']
Whirlpool 9.5 kg 5 Star Hard Water wash Semi Automatic Top Load White Maroon,Whirlpool,15875,17700,10% off,4.4,3173 Ratings & 421 Reviews,['1400 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty on Product and 10 Years on Wash Motor and Prime Mover from Whirlpool']
LG 8 kg 5 Star Rating Semi Automatic Top Load Red,LG,15890,17189,7% off,4.5,1296 Ratings & 125 Reviews,['1300 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty and 5 Years Warranty on Motor from LG']
LG 10 kg with Jet Sprey Auto pre-wash Smart diagnosis Smart closing door and 10 water levels Fully ...,LG,32390,37990,14% off,4.5,233 Ratings & 25 Reviews,['700 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty and 10 Years Warranty on Motor from LG']
Whirlpool 6.5 kg Fully Automatic Top Load Grey,Whirlpool,14990,17800,15% off,4.2,44 Ratings & 3 Reviews,['1450 RPM Max Speed' '5 Star Rating' 'Whirlpool White Magic Classic comes with a 2 year comprehensive warranty and 10 year warranty on motor and prime mover.']
Voltas Beko 8 kg Semi Automatic Top Load Red,Voltas,12800,18490,30% off,4.2,21 Ratings & 0 Reviews,['1450 RPM Max Speed' '5 Star Rating' '5 Years International Warranty']
ONIDA 8 kg 5 star and In-built Basket Semi Automatic Top Load Red White,ONIDA,9990,13670,26% off,4.2,5884 Ratings & 574 Reviews,['1450 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty on Product and Additional 5 Years on Motor']
Whirlpool 7.5 kg Semi Automatic Top Load Grey,Whirlpool,12768,16650,23% off,4.4,58 Ratings & 3 Reviews,['1400 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty and 10 Years on Wash Motor']
Haier 7 kg Fully Automatic Front Load with In-built Heater Silver,Haier,29000,47500,38% off,4.1,18 Ratings & 1 Reviews,['1200 RPM Max Speed' '5 Star Rating' '2 years on product 12 years on motor']
ONIDA 6.5 kg with Hydraulic Soft Close Glass Lid Fully Automatic Top Load Grey,ONIDA,13490,20990,35% off,4.4,421 Ratings & 58 Reviews,['700 rpm Max Speed' '2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor by Onida']
LG 10 kg White with Roller Jet Pulsator Soak and Smart Filter Semi Automatic Top Load Maroon White,LG,19180,20490,6% off,4.5,741 Ratings & 56 Reviews,['1300 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive and 5 Years on Motor from LG']
Whirlpool 7 kg Fully Automatic Front Load with In-built Heater White,Whirlpool,27990,39200,28% off,4,262 Ratings & 30 Reviews,['1000 rpm Max Speed' '2 Years Comprehensive and 10 Years on Motor from Whirlpool']
SAMSUNG 7 kg WiFi Enabled Inverter 5 Star with Hygiene Steam & Ecobubble Technology Washing Machine Fu...,SAMSUNG,22490,28500,21% off,4.3,12023 Ratings & 1074 Reviews,['700 rpm Max Speed' '5 Star Rating' '2 years comprehensive warranty on the product 20 years warranty on the DIT Motor']
LG 8 kg Semi Automatic Top Load White Maroon,LG,14670,17690,17% off,4.5,1288 Ratings & 91 Reviews,['800 rpm Max Speed' '5 Star Rating' '2 Years Warranty on Complete Washing Machine and 5 Years on Motor from LG']
SAMSUNG 7 kg Fully Automatic Front Load with In-built Heater Black,SAMSUNG,34000,43700,22% off,4.5,12 Ratings & 0 Reviews,['1200 rpm Max Speed' '5 Star Rating' '2 years comprehensive warranty on the product 20 years warranty on the DIT Motor']
IFB 6 kg 5 Star 2X Power SteamHard Water Wash Fully Automatic Front Load with In-built Heater White,IFB,24670,28690,14% off,4.3,3060 Ratings & 259 Reviews,['800 rpm Max Speed' '5 Star Rating' '4 Years Comprehensive Warranty 10 Years Motor Warranty 10 Years Spares Support']
ONIDA 9 kg Washer only White Green,ONIDA,6290,7999,21% off,4.3,21178 Ratings & 2525 Reviews,['780 rpm Max Speed' '1 Year Comprehensive Warranty on Product 7 Years Warranty on Motor']
Whirlpool 7.5 kg Semi Automatic Top Load,Whirlpool,11990,14000,14% off,4.5,95 Ratings & 9 Reviews,['1400 rpm Max Speed' '1 Year Comprehensive Warranty and 2 Years Warranty on Motor']
Voltas Beko 9 kg Fully Automatic Top Load Grey,Voltas,21399,38590,44% off,4.3,29 Ratings & 1 Reviews,['700 rpm Max Speed' '5 Star Rating' '3 Years Comprehensive and Additional 9 Years On Motor from Voltas Beko']
Haier 8 kg Semi Automatic Top Load White Pink,Haier,12990,19700,34% off,4.3,1794 Ratings & 170 Reviews,['1300 rpm Max Speed' '3 Years Comprehensive Warranty on Product 10 Years Warranty on Wash Motor & 5 Years Warranty on Spin Motor from Haier']
Godrej 7.5 kg Fully Automatic Top Load with In-built Heater Grey,Godrej,17490,26900,34% off,4.1,124 Ratings & 11 Reviews,['670 rpm Max Speed' '5 Star Rating' '2 Years Warranty on Product and 10 Years on Motor']
MarQ by Flipkart 8 kg 5 Star Engineered with Panasonic Technology Fully Automatic Top Load Grey,MarQ,14790,20499,27% off,4.3,4090 Ratings & 482 Reviews,['700 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive and 5 Years on Motor from MarQ by Flipkart']
Thomson 10.5/8 kg Washer with Dryer with In-built Heater White,Thomson,37990,51999,26% off,3.8,4 Ratings & 1 Reviews,['1200 rpm Max Speed' '2 Years Warranty on Product and 5 Years on Motor']
SAMSUNG 6.5 kg Fully Automatic Front Load Silver,SAMSUNG,31500,38400,17% off,4.3,29 Ratings & 2 Reviews,['1200 rpm Max Speed' '5 Star Rating' '2 years comprehensive warranty on the product 20 years warranty on the DIT Motor']
Lloyd 7 kg Fully Automatic Front Load with In-built Heater White,Lloyd,24690,36990,33% off,3.9,88 Ratings & 14 Reviews,['1200 rpm Max Speed' '2 Years Comprehensive on Washing Machine and 10 Years on Motor from Lloyd']
ONIDA 7 kg 5 Star With Hexa Crystal Drum Technology Fully Automatic Top Load Black Grey,ONIDA,15290,23490,34% off,4.5,251 Ratings & 50 Reviews,['700 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor from Onida']
White Westinghouse (Trademark by Electrolux) 7.5 kg Semi Automatic Top Load White Maroon,White,8499,12499,32% off,4.1,1249 Ratings & 114 Reviews,['1400 rpm Max Speed' '2 Years Warranty on Product and 2 Years Additional on Motor from White Westinghouse']
