Name,Brand,Selling Price,MRP,Discount,Ratings,No_of_ratings,Details
LG 9 kg with Jet Sprey Auto Pre Wash Smart Diagnosis Smart Closing Door and 10 Water Levels Fully A...,LG,32687,45000,27% off,4.7,16 Ratings & 2 Reviews,['779 RPM Max Speed' '5 Star Rating' '1 y Manufacturer Warranty']
LG 6 kg with Roller Jet Pulsator Semi Automatic Top Load Grey,LG,10990,13190,16% off,4.2,329 Ratings & 21 Reviews,['1300 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive on Product from LG']
Panasonic 7 kg Semi Automatic Top Load Blue,Panasonic,11590,13900,16% off,4.6,16 Ratings & 0 Reviews,['1349 RPM Max Speed' '5 Star Rating' '2 Years Warranty on Product and 5 Years on Motor']
Candes 9 kg Semi Automatic Top Load Blue White,Candes,10479,15500,32% off,4.3,833 Ratings & 154 Reviews,['1500 RPM Max Speed' '5 Star Rating' '2 Years Comprehensive and 5 Years on Motor from Candes']
SAMSUNG 7 kg AI Control Wifi Enabled 5 Star Rating Fully Automatic Front Load Grey,SAMSUNG,37812,50000,24% off,4.7,41 Ratings & 4 Reviews,['1200 rpm Max Speed' '5 Star Rating' '3 Years on Product and 10 Years on Motor from Samsung']
IFB 6 kg Fully Automatic Front Load with In-built Heater White,IFB,23990,26990,11% off,4.3,6 Ratings & 0 Reviews,['800 RPM Max Speed' '5 Star Rating' '4 Years Comprehensive Warranty and 10 Years Spare Part Support from IFB']
SAMSUNG 11.5 Kg Semi Automatic Top Load Grey Red,SAMSUNG,17850,19600,8% off,4.3,40 Ratings & 6 Reviews,['1300 rpm Max Speed' '5 Star Rating' '2 Years Warranty on Product and 5 Years Warranty on Motor By Samsung']
SAMSUNG 10 kg 5 Star With Wobble Technology and Digital Inverter Fully Automatic Top Load Grey,SAMSUNG,30990,34000,8% off,4.3,96 Ratings & 14 Reviews,['700 rpm Max Speed' '5 Star Rating' '2 years comprehensive warranty on the product 20 years warranty on the DIT Motor']
BOSCH 7 kg Fully Automatic Front Load Black Silver,BOSCH,32200,40899,21% off,4.4,17 Ratings & 3 Reviews,['1200 rpm Max Speed' '2 Years Comprehensive Warranty on Product and 10 Years on Motor from Bosch']
SAMSUNG 6.5 kg Fully Automatic Top Load Grey,SAMSUNG,16790,24400,31% off,4.3,100 Ratings & 13 Reviews,['700 rpm Max Speed' '5 Star Rating' '2 years comprehensive warranty on the product 20 years warranty on the DIT Motor']
Lloyd 7 kg Semi Automatic Top Load White Grey,Lloyd,10999,14090,21% off,4.4,20 Ratings & 0 Reviews,['600 rpm Max Speed' '2 Years Comprehensive Warranty and 5 Years on Motor from Lloyd']
Lloyd 11 kg Semi Automatic Top Load Grey,Lloyd,15550,23155,32% off,4.2,6 Ratings & 1 Reviews,['1300 RPM Max Speed' '5 Star Rating' '2 years on product 5 years on motor']
Panasonic 8 kg 5 Star AquaBeat Wash Fully Automatic Top Load Grey,Panasonic,20990,24500,14% off,4.3,9162 Ratings & 1238 Reviews,['680 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive and 10  Years on Motor from Panasonic']
Godrej 6.5 kg Semi Automatic Top Load Red White,Godrej,9290,11200,17% off,4.3,477 Ratings & 41 Reviews,['1440 rpm Max Speed' '2 Years Comprehensive Warranty on Product and 5 Years on Wash Motor']
MarQ by Flipkart 7.5 kg Fully Automatic Front Load with In-built Heater White,MarQ,22990,33999,32% off,4.3,10867 Ratings & 1917 Reviews,['1200 rpm Max Speed' '1 Year Comprehensive Warranty and 3 Years Warranty on Motor from MarQ']
Whirlpool 10.5 kg Semi Automatic Top Load Grey,Whirlpool,16790,21999,23% off,4.2,19 Ratings & 1 Reviews,['1400 RPM Max Speed' '5 Star Rating' 'Technician Visit']
LG 7 kg Fully Automatic Front Load Silver,LG,34990,45990,23% off,4.5,53 Ratings & 5 Reviews,['1200 RPM Max Speed' '5 Star Rating' '2 Years Warranty on Product and 10 Years on Motor']
LG 9 kg Fully Automatic Front Load Silver,LG,40980,53990,24% off,4.5,40 Ratings & 3 Reviews,['1400 RPM Max Speed' '5 Star Rating' '2 y Manufacturer Warranty']
Whirlpool 9 kg Semi Automatic Top Load White Maroon,Whirlpool,15290,19999,23% off,4.2,115 Ratings & 10 Reviews,['1400 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty on Product and 10 Years on Wash Motor and Prime Mover from Whirlpool']
Whirlpool 7 kg 5 Star Hard Water wash Fully Automatic Top Load Grey,Whirlpool,17290,20200,14% off,4.3,14228 Ratings & 1389 Reviews,['740 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty and 10 Years Warranty on Motor and Prime Mover from Whirlpool']
SAMSUNG 8 kg Fully Automatic Front Load with In-built Heater Black,SAMSUNG,38990,52000,25% off,4.2,27 Ratings & 3 Reviews,['1400 rpm Max Speed' '5 Star Rating' '2 years comprehensive warranty on the product 20 years warranty on the DIT Motor']
LG 8 kg Smart inverter Fully Automatic Top Load Silver,LG,24990,29990,16% off,4.4,336 Ratings & 21 Reviews,['700 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty on Product and 10 Years on Motor']
IFB 7 kg 5 Star 2X Power SteamHard Water Wash Fully Automatic Front Load with In-built Heater White,IFB,29990,35490,15% off,4.2,361 Ratings & 31 Reviews,['1000 rpm Max Speed' '5 Star Rating' '4 Years Comprehensive Warranty 10 Years Motor Warranty 10 Years Spares Support']
Whirlpool 6.5 kg Magic Clean 5 Star Fully Automatic Top Load with In-built Heater Grey,Whirlpool,18240,23650,22% off,4.4,29 Ratings & 4 Reviews,['740 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty on Product and 5 Years on Prime Mover and Motor']
Whirlpool 10.5 kg With In-Built Heater Semi Automatic Top Load with In-built Heater Grey,Whirlpool,17899,21800,17% off,4.3,209 Ratings & 16 Reviews,['1400 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty on Product and 10 Years on Wash Motor and Prime Mover from Whirlpool']
Whirlpool 7 kg Fully Automatic Top Load with In-built Heater Grey,Whirlpool,20249,24500,17% off,3.9,31 Ratings & 2 Reviews,['740 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty on Product and 10 Years on Prime Mover and Motor']
MarQ by Flipkart 6 kg Garment Sterilization Fully Automatic Front Load with In-built Heater Silver,MarQ,19990,24499,18% off,4.3,5212 Ratings & 736 Reviews,['1200 RPM Max Speed' '5 Star Rating' '1 Year Comprehensive Warranty and 3 Years Warranty on Motor from MarQ by Flipkart']
MarQ by Flipkart 9 kg 5 Star Semi Automatic Top Load White Grey,MarQ,10690,14950,28% off,4.3,11246 Ratings & 1414 Reviews,['1400 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive and 5 Years on Wash Motor from MarQ by Flipkart']
BOSCH 8 kg Fully Automatic Front Load with In-built Heater Grey,BOSCH,39099,50084,21% off,4.5,16 Ratings & 1 Reviews,['1200 RPM Max Speed' '5 Star Rating' '2 Years on Product and 12 Years on Motor from Bosch']
Whirlpool 7.5 kg Semi Automatic Top Load Red,Whirlpool,12700,15200,16% off,4.3,16 Ratings & 1 Reviews,['1450 RPM Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor and Prime Mover from Whirlpool']
BOSCH 8 kg Fully Automatic Front Load Silver,BOSCH,40379,49000,17% off,4.5,16 Ratings & 1 Reviews,['1200 RPM Max Speed' '5 Star Rating' '2 year on product']
Sansui 6.5 kg Pro Clean Fully Automatic Top Load Grey,Sansui,13490,17499,22% off,4.2,3513 Ratings & 449 Reviews,['700 rpm Max Speed' '2 Years Comprehensive Warranty and 5 Years Warranty on Motor']
ONIDA 7.5 kg 5 star Semi Automatic Top Load Blue White,ONIDA,9790,11950,18% off,4.2,5884 Ratings & 574 Reviews,['1350 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty on Product 7 Years Warranty on Motor']
Panasonic 6.7 kg Fully Automatic Top Load with In-built Heater Grey,Panasonic,17590,24500,28% off,4.2,89 Ratings & 14 Reviews,['702 rpm Max Speed' '2 Years Comprehensive Warranty on Product and 12 Years on Motor']
White Westinghouse (Trademark by Electrolux) 8 kg Semi Automatic Top Load White Grey,White,9499,10999,13% off,4.1,1249 Ratings & 114 Reviews,['1400 rpm Max Speed' '5 Star Rating' '2 Years Warranty on Product and 4 Years on Motor']
IFB 6.5 kg 5 Star 2X Power SteamHard Water Wash Fully Automatic Front Load with In-built Heater White,IFB,30790,35290,12% off,4.9,8 Ratings & 1 Reviews,['1000 RPM Max Speed' '5 Star Rating' '4 Years Comprehensive Warranty 10 Years Motor Warranty 10 Years Spares Support']
Whirlpool 9 kg Semi Automatic Top Load White Maroon,Whirlpool,14899,17100,12% off,4.2,115 Ratings & 10 Reviews,['1400 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty on Product and 10 Years on Wash Motor and Prime Mover from Whirlpool']
Godrej 7 kg Fully Automatic Front Load with In-built Heater White,Godrej,30180,39700,23% off,4,42 Ratings & 7 Reviews,['1000 rpm Max Speed' '2 Years comprehensive Warranty and 10 Years Warranty on Motor from Godrej']
MarQ by Flipkart 7.5 kg Fully Automatic Top Load Grey,MarQ,13990,18999,26% off,4,574 Ratings & 70 Reviews,['750 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive and 5 Years on Motor from MarQ by Flipkart']
Whirlpool 8 kg 5 Star Supersoak Technology Semi Automatic Top Load Purple,Whirlpool,12770,14400,11% off,4.4,5294 Ratings & 642 Reviews,['1400 rpm Max Speed' '2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor Spin motor and Prime Mover from Whirlpool']
IFB 6 kg 5 Star 2X Power SteamHard Water Wash Fully Automatic Front Load with In-built Heater White,IFB,23990,27890,13% off,4.2,68 Ratings & 6 Reviews,['800 rpm Max Speed' '5 Star Rating' '4 Years Comprehensive Warranty 10 Years Motor Warranty 10 Years Spares Support']
LG 8 kg 5 star Semi Automatic Top Load Purple White,LG,15090,16490,8% off,4.5,6031 Ratings & 666 Reviews,['1300 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive and 5 Years on Motor From LG']
Lloyd 9 kg Semi Automatic Top Load Grey Orange,Lloyd,15389,19990,23% off,3.4,5 Ratings & 1 Reviews,['1300 RPM Max Speed' '5 Star Rating' '2 years on product 5 years on motor']
Godrej 8 kg Semi Automatic Top Load Grey,Godrej,16639,20050,17% off,4,32 Ratings & 1 Reviews,['1440 RPM Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty and 5 Years Warranty on Motor from Godrej']
Lloyd 9 kg Semi Automatic Top Load White Grey,Lloyd,14899,20490,27% off,4.3,48 Ratings & 5 Reviews,['600 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty and 5 Years on Motor from Lloyd']
White Westinghouse (Trademark by Electrolux) 7 kg Semi Automatic Top Load White Maroon,White,7999,8999,11% off,4.1,1249 Ratings & 114 Reviews,['1400 rpm Max Speed' '5 Star Rating' '2 Years Warranty on Product and 4 Years on Motor']
BOSCH 6 kg Fully Automatic Front Load with In-built Heater White,BOSCH,23499,27650,15% off,4.4,15039 Ratings & 1512 Reviews,['800 rpm Max Speed' '2 Year Comprehensive Warranty and 10 Years Warranty on Motor from Bosch']
LG 6 kg With Steam Fully Automatic Front Load with In-built Heater White,LG,29990,36990,18% off,4.5,556 Ratings & 60 Reviews,['1000 rpm Max Speed' '5 Star Rating' '2 Years on Product and 10 Years on Motor from LG']
LG 7.5 kg Semi Automatic Top Load Blue White,LG,13290,15290,13% off,4.5,264 Ratings & 19 Reviews,['1350 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive and 5 Years on Motor From LG']
SAMSUNG 7 kg Semi Automatic Top Load White Grey Purple,SAMSUNG,11900,13300,10% off,4.4,164 Ratings & 16 Reviews,['1300 rpm Max Speed' '5 Star Rating' '2 Years on Product and 5 Years Warranty on Motor']
SAMSUNG 6.5 kg Fully Automatic Top Load Grey,SAMSUNG,18419,25600,28% off,4.2,64 Ratings & 4 Reviews,['700 rpm Max Speed' '5 Star Rating' '2 years comprehensive warranty on the product 20 years warranty on the DIT Motor']
Whirlpool 6.5 kg Fully Automatic Top Load with In-built Heater Grey,Whirlpool,21300,25450,16% off,4.4,9 Ratings & 0 Reviews,['740 RPM Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty and 10 Years Warranty on Motor Wash Plate from Whirlpool']
Whirlpool 7 kg Fully Automatic Top Load Grey,Whirlpool,17950,22500,20% off,4.2,1268 Ratings & 116 Reviews,['740 rpm Max Speed' '2 Years Comprehensive Warranty and 5 Years Warranty on Motor from Whirlpool']
SAMSUNG 11 kg Fully Automatic Top Load Grey,SAMSUNG,35248,39200,10% off,4.4,51 Ratings & 3 Reviews,['700 rpm Max Speed' '5 Star Rating' '2 years comprehensive warranty on the product 20 years warranty on the DIT Motor']
BOSCH 8 kg INVERTER TOUCH CONTROL Fully Automatic Front Load with In-built Heater White,BOSCH,35290,41199,14% off,4.4,15039 Ratings & 1512 Reviews,['1200 rpm Max Speed' '5 Star Rating' '2 Years on Product and 12 Years on Motor from Bosch']
Lloyd 7 kg Fully Automatic Top Load Grey,Lloyd,18950,22590,16% off,4.2,344 Ratings & 31 Reviews,['680 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive on Washing Machine and 10 Years on Motor from Lloyd']
Whirlpool 6.5 kg Fully Automatic Top Load with In-built Heater Maroon,Whirlpool,19380,24650,21% off,4.3,2732 Ratings & 255 Reviews,['740 rpm Max Speed' '5 Star Rating' '2 Years Warranty on Product and 10 Years on Motor']
White Westinghouse (Trademark by Electrolux) 9 kg Semi Automatic Top Load White Grey,White,10449,11999,12% off,3.8,68 Ratings & 7 Reviews,['1400 rpm Max Speed' '5 Star Rating' '2 Years Warranty on Product and 4 Years on Motor']
Godrej 7 kg Fully Automatic Top Load with In-built Heater Red,Godrej,23990,26250,8% off,4.3,158 Ratings & 18 Reviews,['700 rpm Max Speed' '2 Years Comprehensive Warranty and 10 Years Warranty on Motor from Godrej']
LG 8 kg Fully Automatic Front Load Black,LG,40599,58990,31% off,4.3,42 Ratings & 4 Reviews,['1400 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty and 10 Years on Motor From LG']
IFB 7 kg In-Built Anticrease Auto Tub Clean Delay Start Fully Automatic Front Load with In-built Hea...,IFB,29990,34590,13% off,4.3,140 Ratings & 15 Reviews,['1000 rpm Max Speed' '5 Star Rating' '4 Years Complete Machine Warranty 10 Years Motor Warranty and 10 Years Spare Part Support from IFB']
Galanz 10 kg Quick Wash Inverter Fully Automatic Front Load with In-built Heater Silver,Galanz,30490,50990,40% off,4,1902 Ratings & 281 Reviews,['1400 rpm Max Speed' '2 years comprehensive warranty on product and 8 years on motor']
Whirlpool 8 kg Fully Automatic Front Load White,Whirlpool,30990,46480,33% off,4.1,137 Ratings & 9 Reviews,['1200 rpm Max Speed' '2 Years Comprehensive Warranty and 5 Years Warranty on Motor from Whirlpool']
IFB 6.5 kg 5 Star 2X Power SteamHard Water Wash Fully Automatic Front Load with In-built Heater Silve...,IFB,31990,36790,13% off,4.4,2996 Ratings & 266 Reviews,['1000 RPM Max Speed' '5 Star Rating' '4 Years Comprehensive Warranty 10 Years Motor Warranty 10 Years Spares Support']
MarQ by Flipkart 8 kg 5 Star Rating Semi Automatic Top Load White Maroon,MarQ,8790,11450,23% off,4.2,807 Ratings & 117 Reviews,['1400 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive and 5 Years on Wash Motor from MarQ by Flipkart']
SAMSUNG 9 kg Fully Automatic Front Load Black,SAMSUNG,41000,54500,24% off,4.4,23161 Ratings & 2321 Reviews,['1400 rpm Max Speed' '5 Star Rating' '2 years comprehensive warranty on the product 20 years warranty on the DIT Motor']
TCL 8 kg Fully Automatic Front Load with In-built Heater White,TCL,24990,36990,32% off,3.8,20 Ratings & 2 Reviews,['1200 rpm Max Speed' '1 Year Comprehensive Warranty on Product and 5 Years on Motor']
MarQ by Flipkart 6.5 kg 5 Star Rating Innowash+ Fully Automatic Top Load Grey,MarQ,13690,15999,14% off,4.2,11568 Ratings & 1596 Reviews,['700 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty on Product and 5 Years on Motor']
LG 7 kg Fully Automatic Top Load Black,LG,25190,29890,15% off,4.5,54 Ratings & 11 Reviews,['780 rpm Max Speed' '2 Years Comprehensive Warranty and 10 Years Warranty on Motor From LG']
Whirlpool 8 kg 5 Star Power Dry Technology Semi Automatic Top Load Purple,Whirlpool,13190,15990,17% off,4.3,2628 Ratings & 262 Reviews,['1450 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor Spin motor and Prime Mover from Whirlpool']
Samsung AirDresser with JetSteam | Sanitize and refresh clothes | Crystal Mirror Black,Samsung,109090,127000,14% off,3,4 Ratings & 0 Reviews,['0 RPM Max Speed' '1 Year on Product from Samsung']
SAMSUNG 7 kg Fully Automatic Top Load Silver,SAMSUNG,23000,27200,15% off,4,64 Ratings & 9 Reviews,['700 rpm Max Speed' '5 Star Rating' '2 years comprehensive warranty on the product 20 years warranty on the DIT Motor']
Lloyd 12 kg Semi Automatic Top Load Grey,Lloyd,16948,25190,32% off,4.3,9 Ratings & 0 Reviews,['1300 RPM Max Speed' '5 Star Rating' '2 years on product 5 years on motor']
Whirlpool 7.5 kg Semi Automatic Top Load Maroon,Whirlpool,12800,14700,12% off,4,74 Ratings & 5 Reviews,['1450 RPM Max Speed' '5 Star Rating' '(2 + 3) Years Warranty. 2 Years Comprehensive Warranty and 3 Years Extended Warranty on Wash Motor and Prime Mover.']
Whirlpool 6.5 kg Magic Clean 5 Star Fully Automatic Top Load Grey,Whirlpool,17990,20650,12% off,4,26 Ratings & 5 Reviews,['740 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty on Product and 5 Years on Prime Mover and Motor']
IFB 7.5 kg 5 Star 3D Wash Technology Gentle Wash In-built heater Fully Automatic Front Load with In-...,IFB,33959,36990,8% off,4.4,400 Ratings & 51 Reviews,['1200 rpm Max Speed' '5 Star Rating' '4 Years Comprehensive Warranty and 10 Years Spare Part Support from IFB']
Voltas Beko 6.2 kg Fully Automatic Top Load Grey,Voltas,15689,22390,29% off,4.2,115 Ratings & 13 Reviews,['700 rpm Max Speed' '3 Years Warranty on Product and 12 Years on Motor']
realme TechLife 8 kg Garment Sterilization Fully Automatic Front Load with In-built Heater White,realme,24880,37490,33% off,4.4,303 Ratings & 45 Reviews,['1400 rpm Max Speed' '1 Year Comprehensive Warranty and 3 Years Warranty on Motor from realme TechLife']
IFB 6 kg Fully Automatic Front Load with In-built Heater Silver,IFB,24950,29990,16% off,4.4,1240 Ratings & 173 Reviews,['1000 rpm Max Speed' '4 Years Comprehensive Warranty and 10 Years Spare Part Support from IFB']
Thomson 7.5 kg Six Action Pulsator Fully Automatic Top Load Grey,Thomson,13990,21999,36% off,4,574 Ratings & 80 Reviews,['720 rpm Max Speed' '2 Years Warranty on Product and 5 Years on Motor']
LG 6.5 kg With Steam Fully Automatic Front Load with In-built Heater White,LG,29799,35990,17% off,4.5,2626 Ratings & 304 Reviews,['1200 rpm Max Speed' '5 Star Rating' '2 Years on Product and 10 Years on Motor from LG']
Daenyx 7.5 kg Washer only White Maroon,Daenyx,5299,5990,11% off,4,393 Ratings & 38 Reviews,['1300 rpm Max Speed' '1 Years Warranty from Daenyx']
BOSCH 7 kg Fully Automatic Front Load with In-built Heater White,BOSCH,35179,40996,14% off,4.4,10 Ratings & 3 Reviews,['1200 RPM Max Speed' '2 Years Comprehensive Warranty and 12 Years motor']
TCL 7 kg Fully Automatic Front Load with In-built Heater White,TCL,23990,32990,27% off,4,23 Ratings & 4 Reviews,['1200 rpm Max Speed' '1 Year Comprehensive Warranty on Product and 5 Years on Motor']
SAMSUNG 7.5 kg Semi Automatic Top Load Grey Red,SAMSUNG,12490,15600,19% off,4.1,7 Ratings & 0 Reviews,['740 rpm Max Speed' '5 Star Rating' '3 Years Warranty on Product and 10 Years Warranty on Digital Inverter Motor']
LG 9 kg Fully Automatic Front Load with In-built Heater White,LG,38990,52990,26% off,3.7,7 Ratings & 0 Reviews,['1400 rpm Max Speed' '5 Star Rating' '2 Years on Product and 10 Years on Motor from LG']
SAMSUNG 6.5 kg Fully Automatic Front Load with In-built Heater Grey,SAMSUNG,35000,39500,11% off,3.9,15 Ratings & 1 Reviews,['1200 rpm Max Speed' '5 Star Rating' '2 years comprehensive warranty on the product 20 years warranty on the DIT Motor']
Godrej 7 kg Fully Automatic Top Load Grey,Godrej,17990,19500,7% off,4.2,1263 Ratings & 117 Reviews,['665 rpm Max Speed' '5 Star Rating' '2 Years on Product and 10 Years on Motor from Godrej']
Voltas Beko 7 kg Fully Automatic Top Load Grey,Voltas,17499,28990,39% off,4.6,26 Ratings & 2 Reviews,['700 rpm Max Speed' '5 Star Rating' '3 Years Comprehensive and Additional 9 Years On Motor from Voltas Beko']
Whirlpool 6.5 kg 5 Star Fully Automatic Top Load with In-built Heater Grey,Whirlpool,21990,22900,3% off,4.3,1417 Ratings & 149 Reviews,['740 rpm Max Speed' '5 Star Rating' '2 Years Warranty on Product and 10 Years on Motor']
LG 7 kg Semi Automatic Top Load Maroon White,LG,13998,14490,3% off,4.4,19062 Ratings & 1643 Reviews,['1300 rpm Max Speed' '2 Years Comprehensive and 5 Years on Motor From LG']
LG 6.5 kg Fully Automatic Top Load Silver,LG,17490,21990,20% off,4.3,84 Ratings & 4 Reviews,['700 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty and 10 Years Warranty on Motor from LG']
Panasonic 8 kg Semi Automatic Top Load Red White,Panasonic,14895,21000,29% off,4,3 Ratings & 0 Reviews,['1350 rpm Max Speed' '2 Years on Product and 5 Years on Motor from Panasonic']
Candes 6.5 kg Semi Automatic Top Load Red White,Candes,7790,10990,29% off,4.3,833 Ratings & 154 Reviews,['1500 RPM Max Speed' '5 Star Rating' '2 Years Comprehensive and 5 Years on Motor from Candes']
LG 6.5 kg Fully Automatic Front Load with In-built Heater White,LG,32299,38157,15% off,4.2,54 Ratings & 5 Reviews,['1000 rpm Max Speed' '5 Star Rating' '2 Years on Product and 10 Years on Motor from LG']
realme TechLife 8 kg 5 Star Smart Wi-Fi Enabled Inverter Technology Garment Sterilization Fully Automa...,realme,25990,48490,46% off,4.2,129 Ratings & 15 Reviews,['1200 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty and 10 Years Warranty on Motor from realme TechLife']
BOSCH 6 kg Fully Automatic Front Load with In-built Heater White,BOSCH,30769,37076,17% off,3.9,7 Ratings & 1 Reviews,['1000 RPM Max Speed' '5 Star Rating' '2 Years']
SAMSUNG 6.5 kg Fully Automatic Top Load Maroon,SAMSUNG,22200,24000,7% off,4.3,320 Ratings & 42 Reviews,['680 rpm Max Speed' '3 Years Comprehensive Warranty and 10 Years Warranty on Motor from Samsung']
Godrej 8 kg Semi Automatic Top Load White Pink,Godrej,12690,17070,25% off,4.6,158 Ratings & 12 Reviews,['1400 rpm Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty on Product and 5 Years on Motor']
Whirlpool 7.5 kg 5 Star InverterWith Hard water wash Fully Automatic Top Load Grey,Whirlpool,24990,29990,16% off,4,63 Ratings & 9 Reviews,['740 rpm Max Speed' '5 Star Rating' '3 Years Comprehensive Warranty on Product and 12 Years Warranty on Motor and Prime Mover']
Godrej 7 kg Fully Automatic Top Load with In-built Heater Grey,Godrej,18490,27840,33% off,4.2,188 Ratings & 12 Reviews,['665 rpm Max Speed' '5 Star Rating' '2 Years on Product and 10 Years on Motor From Godrej']
SAMSUNG 6.5 kg Fully Automatic Top Load Silver,SAMSUNG,16490,17215,4% off,4.5,233 Ratings & 20 Reviews,['680 rpm Max Speed' '2 Years on Product and 2 Years on Motor']
Whirlpool 8.5 kg Semi Automatic Top Load Silver,Whirlpool,15190,18990,20% off,4.4,41 Ratings & 3 Reviews,['1450 RPM Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty and 5 Years Warranty on Motor and Prime Mover From Whirlpool']
